COMBUSTIBLE;ESTADO;FECHA_REGISTRO;ANIO_REGISTRO;CLASE;DEPARTAMENTO;CANTIDAD 
ELECTRICO;ACTIVO;15/09/2020;2020;CAMION;Antioquia;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;5/03/2020;2020;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;26/05/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;16/07/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;29/01/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;21/07/2021;2021;AUTOMOVIL;Bolivar;1
ELECTRICO;ACTIVO;11/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;26/02/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;26/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/10/2019;2019;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/08/2021;2021;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;19/05/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;27/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;10/12/2020;2020;CAMION;Antioquia;1
ELECTRICO;ACTIVO;23/07/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/03/2018;2018;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;16/06/2015;2015;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;14/02/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;22/03/2022;2022;CAMIONETA;Santander;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;27/01/2022;2022;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;13/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;27/06/2016;2016;MOTOCICLETA;Risaralda;1
ELECTRICO;ACTIVO;6/08/2019;2019;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;20/09/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;2/03/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;16/10/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;27/02/2021;2021;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;26/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;23/03/2013;2013;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;29/03/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;11/03/2022;2022;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;21/11/2013;2013;MOTOCICLETA;Norte de Santander;1
ELECTRICO;ACTIVO;31/05/2021;2021;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;6/11/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;27/03/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;5/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;26/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/12/2020;2020;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;11/10/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;10/09/2015;2015;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;30/12/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;28/05/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;14/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/05/2021;2021;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;18/10/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;19/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;5/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;2/05/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;25/10/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;6/12/2019;2019;BUS;Antioquia;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/05/2021;2021;CUADRICICLO;Caldas;1
ELECTRICO;ACTIVO;15/10/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;9/11/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;14/04/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;30/03/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;14/03/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/03/2017;2017;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;26/09/2019;2019;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;18/06/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/12/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;25/01/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;8/10/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;10/03/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;2/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;11/12/2012;2012;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;23/03/2021;2021;MOTOCARRO;Antioquia;1
ELECTRICO;ACTIVO;3/09/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;21/05/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;4/05/2017;2017;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;8/10/2020;2020;TRICIMOTO;Atlantico;1
ELECTRICO;ACTIVO;28/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;21/12/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;16/03/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;17/12/2018;2018;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;5/11/2010;2010;MOTOCARRO;Bogota D.C.;1
ELECTRICO;ACTIVO;5/11/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;20/03/2019;2019;CAMION;Antioquia;1
ELECTRICO;ACTIVO;16/07/2020;2020;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;3/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2018;2018;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;12/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/03/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;2/02/2017;2017;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;13/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;26/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;24/02/2021;2021;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;26/05/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;1/03/2019;2019;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;14/12/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;23/11/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;6/09/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;11/07/2019;2019;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;23/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;19/12/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;1/11/2016;2016;AUTOMOVIL;Antioquia;1
ELECTRICO;REGISTRADO;23/05/2013;2013;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/12/2018;2018;AUTOMOVIL;Risaralda;1
ELECTRICO;ACTIVO;3/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/11/2016;2016;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;15/05/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;17/03/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;5/12/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;11/09/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;2/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;24/04/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;24/02/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;4/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;12/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;6/10/2021;2021;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;15/03/2022;2022;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;9/03/2020;2020;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;11/12/2012;2012;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;13/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/05/2021;2021;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;23/07/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;29/05/2012;2012;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;27/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;1/11/2018;2018;CAMION;Antioquia;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;23/09/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;8/03/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;24/10/2018;2018;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;29/12/2021;2021;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;18/03/2020;2020;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;4/12/2012;2012;MOTOCICLETA;Caqueta;1
ELECTRICO;ACTIVO;11/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;11/05/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;15/05/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;1/02/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;28/08/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;30/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;4/05/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;3/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;27/11/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;26/11/2018;2018;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;18/02/2022;2022;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;2/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;3/09/2020;2020;AUTOMOVIL;Santander;1
ELECTRICO;ACTIVO;10/12/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;8/09/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;25/08/2021;2021;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;24/07/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;19/07/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;11/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;19/12/2016;2016;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;9/03/2011;2011;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;4/02/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;16/06/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;10/06/2017;2017;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;9/12/2016;2016;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2022;2022;CAMION;Antioquia;1
ELECTRICO;ACTIVO;11/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;3/03/2017;2017;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;7/05/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;4/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/07/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;3/11/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;21/09/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;10/12/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;28/11/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;1/09/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;12/12/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;13/08/2020;2020;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;22/09/2021;2021;AUTOMOVIL;Atlantico;1
ELECTRICO;ACTIVO;5/10/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;14/02/2014;2014;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;31/01/2022;2022;CAMION;Antioquia;1
ELECTRICO;ACTIVO;6/02/2013;2013;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;17/11/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;3/12/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;1/12/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;24/11/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;24/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/09/2016;2016;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;13/04/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;8/02/2017;2017;MOTOCICLETA;Caldas;1
ELECTRICO;ACTIVO;8/11/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;15/08/2013;2013;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;28/12/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;28/03/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;21/01/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;13/08/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;12/11/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;24/02/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;30/07/2019;2019;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;2/03/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;2/12/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;18/04/2017;2017;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;2/02/2021;2021;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;4/12/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2020;2020;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;29/02/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;17/03/2022;2022;CAMIONETA;Valle del Cauca;1
ELECTRICO;ACTIVO;30/11/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;12/10/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;10/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;18/10/2011;2011;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;10/12/2014;2014;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;9/12/2019;2019;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;22/04/2019;2019;CUADRICICLO;Quindio;1
ELECTRICO;ACTIVO;27/07/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;28/04/2014;2014;MOTOCICLETA;Huila;1
ELECTRICO;ACTIVO;12/03/2021;2021;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;8/03/2022;2022;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;7/12/2018;2018;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;30/10/2017;2017;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;20/09/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;31/03/2010;2010;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;21/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/12/2012;2012;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;11/06/2021;2021;TRICIMOTO;Valle del Cauca;1
ELECTRICO;ACTIVO;17/12/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;23/10/2020;2020;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;4/08/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;8/09/2016;2016;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;30/08/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;21/01/2020;2020;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;13/09/2019;2019;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;7/12/2016;2016;MOTOCICLETA;Narino;1
ELECTRICO;ACTIVO;21/07/2014;2014;MOTOCICLETA;Meta;1
ELECTRICO;ACTIVO;15/09/2020;2020;CAMION;Antioquia;1
ELECTRICO;ACTIVO;28/01/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;29/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;31/01/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;21/08/2012;2012;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;3/02/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;28/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;26/02/2013;2013;MOTOCICLETA;Valle del Cauca;1
ELECTRICO;ACTIVO;30/03/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/06/2018;2018;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;10/09/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;3/07/2020;2020;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;11/05/2020;2020;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;5/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;21/12/2020;2020;MOTOCARRO;Valle del Cauca;1
ELECTRICO;ACTIVO;31/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;14/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;1/07/2016;2016;MOTOCICLETA;Risaralda;1
ELECTRICO;ACTIVO;30/03/2022;2022;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;15/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;2/11/2016;2016;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;1/10/2014;2014;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;12/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/02/2016;2016;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/09/2018;2018;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/12/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;29/12/2020;2020;BUS;Valle del Cauca;1
ELECTRICO;ACTIVO;11/10/2016;2016;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;10/11/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;27/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/03/2021;2021;CAMION;Antioquia;1
ELECTRICO;ACTIVO;1/02/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;22/04/2015;2015;MOTOCICLETA;Cundinamarca;1
ELECTRICO;ACTIVO;3/12/2021;2021;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;20/03/2020;2020;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;20/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;28/12/2018;2018;AUTOMOVIL;Antioquia;1
ELECTRICO;ACTIVO;12/06/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;31/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;15/12/2021;2021;CAMIONETA;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;24/02/2021;2021;AUTOMOVIL;Cundinamarca;1
ELECTRICO;ACTIVO;10/11/2020;2020;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;8/01/2020;2020;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;11/11/2015;2015;MOTOCICLETA;Santander;1
ELECTRICO;ACTIVO;23/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;30/10/2017;2017;CUADRICICLO;Bogota D.C.;1
ELECTRICO;ACTIVO;14/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;15/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;5/11/2021;2021;AUTOMOVIL;Valle del Cauca;1
ELECTRICO;ACTIVO;11/07/2020;2020;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;25/07/2011;2011;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;23/02/2017;2017;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;13/08/2015;2015;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;22/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;13/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;31/07/2020;2020;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;11/03/2015;2015;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;10/11/2016;2016;MOTOCARRO;Cundinamarca;1
ELECTRICO;ACTIVO;15/12/2020;2020;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;2/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;9/12/2019;2019;CAMION;Cundinamarca;1
ELECTRICO;ACTIVO;30/09/2015;2015;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;30/12/2019;2019;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;7/02/2022;2022;CAMIONETA;Cauca;1
ELECTRICO;ACTIVO;11/03/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;24/01/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;29/04/2016;2016;MOTOCICLETA;Antioquia;1
ELECTRICO;ACTIVO;26/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;26/10/2010;2010;CAMIONETA;Cundinamarca;1
ELECTRICO;ACTIVO;9/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
ELECTRICO;ACTIVO;12/05/2021;2021;CUADRICICLO;Antioquia;1
ELECTRICO;ACTIVO;23/11/2021;2021;AUTOMOVIL;Norte de Santander;1
ELECTRICO;ACTIVO;8/01/2014;2014;MOTOCICLETA;Bogota D.C.;1
ELECTRICO;ACTIVO;26/05/2021;2021;CAMIONETA;Antioquia;1
ELECTRICO;ACTIVO;2/03/2022;2022;BUS;Bogota D.C.;1
ELECTRICO;ACTIVO;16/11/2019;2019;AUTOMOVIL;Bogota D.C.;1
