FECHA_REGISTRO;ANIO_REGISTRO;CLASE;DEPARTAMENTO;CANTIDAD 
28/09/2015;2015;MOTOCICLETA;Caqueta;1
25/10/2021;2021;CAMIONETA;Cundinamarca;1
31/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
27/08/2021;2021;AUTOMOVIL;Antioquia;1
10/06/2020;2020;CAMIONETA;Antioquia;1
14/03/2014;2014;MOTOCICLETA;Bogota D.C.;1
11/06/2021;2021;MOTOTRICICLO;Cundinamarca;1
22/12/2021;2021;CAMIONETA;Bogota D.C.;1
23/06/2021;2021;AUTOMOVIL;Antioquia;1
14/03/2022;2022;BUS;Bogota D.C.;1
23/12/2016;2016;AUTOMOVIL;Antioquia;1
18/03/2021;2021;AUTOMOVIL;Norte de Santander;1
17/09/2021;2021;AUTOMOVIL;Antioquia;1
15/03/2022;2022;AUTOMOVIL;Cundinamarca;1
10/11/2016;2016;MOTOCARRO;Cundinamarca;1
11/10/2016;2016;MOTOCARRO;Cundinamarca;1
22/01/2013;2013;MOTOCICLETA;Antioquia;1
5/09/2018;2018;CUADRICICLO;Bogota D.C.;1
29/10/2021;2021;CUADRICICLO;Bogota D.C.;1
10/03/2022;2022;CAMIONETA;Bogota D.C.;1
14/01/2020;2020;CUADRICICLO;Bogota D.C.;1
30/05/2019;2019;CUADRICICLO;Antioquia;1
12/03/2022;2022;BUS;Bogota D.C.;1
10/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
31/01/2019;2019;AUTOMOVIL;Bogota D.C.;1
21/05/2021;2021;MOTOCICLETA;Atlantico;1
3/12/2020;2020;CAMIONETA;Quindio;1
12/07/2021;2021;AUTOMOVIL;Bogota D.C.;1
3/10/2018;2018;CAMIONETA;Antioquia;1
16/03/2022;2022;BUS;Bogota D.C.;1
20/09/2019;2019;AUTOMOVIL;Antioquia;1
4/03/2021;2021;AUTOMOVIL;Bogota D.C.;1
27/12/2018;2018;AUTOMOVIL;Antioquia;1
16/03/2012;2012;MOTOCICLETA;Santander;1
26/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
15/02/2018;2018;CUADRICICLO;Valle del Cauca;1
10/12/2020;2020;CAMION;Antioquia;1
6/08/2015;2015;CAMIONETA;Valle del Cauca;1
28/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
14/07/2014;2014;MOTOCICLETA;Antioquia;1
30/08/2013;2013;MOTOCICLETA;Antioquia;1
19/12/2019;2019;CAMION;Antioquia;1
13/05/2021;2021;CUADRICICLO;Bogota D.C.;1
21/07/2021;2021;AUTOMOVIL;Bolivar;1
26/01/2022;2022;BUS;Bogota D.C.;1
15/02/2012;2012;MOTOCICLETA;Antioquia;1
7/07/2014;2014;MOTOCICLETA;Bogota D.C.;1
3/11/2017;2017;AUTOMOVIL;Antioquia;1
27/08/2013;2013;MOTOCICLETA;Antioquia;1
28/02/2019;2019;CAMIONETA;Antioquia;1
24/08/2015;2015;MOTOCICLETA;Huila;1
15/01/2022;2022;CAMIONETA;Bogota D.C.;1
26/04/2019;2019;AUTOMOVIL;Bogota D.C.;1
29/12/2016;2016;AUTOMOVIL;Bogota D.C.;1
18/02/2020;2020;CAMIONETA;Antioquia;1
30/03/2022;2022;AUTOMOVIL;Cundinamarca;1
12/05/2021;2021;CUADRICICLO;Antioquia;1
11/09/2015;2015;AUTOMOVIL;Bolivar;1
29/04/2010;2010;CAMIONETA;Valle del Cauca;1
4/03/2020;2020;AUTOMOVIL;Bogota D.C.;1
31/05/2021;2021;CUADRICICLO;Bogota D.C.;1
10/11/2020;2020;BUS;Bogota D.C.;1
13/11/2014;2014;MOTOCICLETA;Antioquia;1
9/11/2018;2018;AUTOMOVIL;Antioquia;1
15/07/2020;2020;CUADRICICLO;Bogota D.C.;1
27/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
14/11/2020;2020;BUS;Bogota D.C.;1
15/03/2022;2022;BUS;Bogota D.C.;1
26/01/2021;2021;CAMIONETA;Antioquia;1
14/05/2020;2020;AUTOMOVIL;Antioquia;1
26/08/2020;2020;AUTOMOVIL;Bogota D.C.;1
24/04/2017;2017;MOTOCICLETA;Antioquia;1
26/10/2020;2020;AUTOMOVIL;Bogota D.C.;1
16/06/2015;2015;MOTOCICLETA;Santander;1
22/12/2012;2012;AUTOMOVIL;Valle del Cauca;1
25/11/2021;2021;CAMION;Antioquia;1
9/12/2020;2020;MOTOCICLETA;Antioquia;1
16/10/2019;2019;TRICIMOTO;Valle del Cauca;1
2/03/2021;2021;AUTOMOVIL;Valle del Cauca;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
30/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
2/10/2017;2017;AUTOMOVIL;Bogota D.C.;1
25/11/2021;2021;AUTOMOVIL;Antioquia;1
1/02/2022;2022;BUS;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
2/12/2014;2014;MOTOCICLETA;Meta;1
13/08/2019;2019;AUTOMOVIL;Antioquia;1
24/08/2015;2015;AUTOMOVIL;Bogota D.C.;1
15/11/2017;2017;AUTOMOVIL;Bogota D.C.;1
30/07/2019;2019;CAMIONETA;Antioquia;1
16/03/2022;2022;CAMIONETA;Antioquia;1
31/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
18/01/2022;2022;CAMIONETA;Bogota D.C.;1
28/11/2018;2018;AUTOMOVIL;Bogota D.C.;1
21/09/2018;2018;AUTOMOVIL;Antioquia;1
27/02/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/10/2020;2020;AUTOMOVIL;Antioquia;1
29/01/2022;2022;CAMIONETA;Bogota D.C.;1
29/10/2021;2021;AUTOMOVIL;Bogota D.C.;1
29/11/2021;2021;AUTOMOVIL;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
26/09/2019;2019;AUTOMOVIL;Antioquia;1
11/03/2022;2022;BUS;Bogota D.C.;1
20/09/2019;2019;AUTOMOVIL;Antioquia;1
9/11/2020;2020;BUS;Bogota D.C.;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
15/09/2020;2020;CAMION;Antioquia;1
5/09/2017;2017;AUTOMOVIL;Bogota D.C.;1
27/02/2021;2021;AUTOMOVIL;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
29/12/2016;2016;MOTOCICLETA;Antioquia;1
8/03/2021;2021;CAMIONETA;Bogota D.C.;1
21/02/2022;2022;CAMIONETA;Cundinamarca;1
23/07/2020;2020;CAMIONETA;Bogota D.C.;1
7/12/2011;2011;MOTOCICLETA;Bogota D.C.;1
28/12/2020;2020;AUTOMOVIL;Antioquia;1
28/03/2019;2019;CAMIONETA;Caldas;1
23/11/2012;2012;MOTOCICLETA;Bogota D.C.;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
30/05/2017;2017;CAMIONETA;Bogota D.C.;1
29/12/2020;2020;AUTOMOVIL;Risaralda;1
5/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
15/11/2014;2014;MOTOCICLETA;Meta;1
22/07/2014;2014;MOTOCICLETA;Santander;1
19/04/2021;2021;AUTOMOVIL;Antioquia;1
17/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
2/06/2021;2021;CUADRICICLO;Santander;1
15/07/2021;2021;CAMIONETA;Antioquia;1
11/10/2012;2012;MOTOCICLETA;Bogota D.C.;1
19/12/2016;2016;AUTOMOVIL;Bogota D.C.;1
28/10/2020;2020;AUTOMOVIL;Meta;1
30/03/2022;2022;CUADRICICLO;Antioquia;1
8/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
9/11/2020;2020;BUS;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
16/09/2021;2021;AUTOMOVIL;Cundinamarca;1
13/02/2015;2015;MOTOCICLETA;Antioquia;1
20/10/2021;2021;CAMION;Antioquia;1
5/02/2019;2019;TRICIMOTO;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
26/11/2021;2021;CUADRICICLO;Bogota D.C.;1
11/03/2020;2020;CAMIONETA;Antioquia;1
11/11/2020;2020;BUS;Bogota D.C.;1
11/03/2020;2020;CAMIONETA;Antioquia;1
6/12/2019;2019;BUS;Antioquia;1
2/11/2010;2010;MOTOCICLETA;Antioquia;1
16/10/2015;2015;MOTOCICLETA;Bogota D.C.;1
12/05/2021;2021;CUADRICICLO;Antioquia;1
27/06/2016;2016;MOTOCICLETA;Bogota D.C.;1
12/12/2018;2018;CUADRICICLO;Cundinamarca;1
4/07/2018;2018;MOTOCICLETA;Valle del Cauca;1
21/02/2022;2022;AUTOMOVIL;Bogota D.C.;1
2/03/2021;2021;AUTOMOVIL;Bogota D.C.;1
20/10/2014;2014;AUTOMOVIL;Bogota D.C.;1
24/02/2021;2021;AUTOMOVIL;Bogota D.C.;1
25/11/2021;2021;CAMION;Antioquia;1
15/01/2022;2022;BUS;Bogota D.C.;1
5/09/2012;2012;MOTOCICLETA;Bogota D.C.;1
14/09/2021;2021;AUTOMOVIL;Bogota D.C.;1
22/10/2021;2021;CAMIONETA;Antioquia;1
29/12/2020;2020;MOTOCICLETA;Risaralda;1
9/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
3/01/2022;2022;CAMION;Antioquia;1
3/09/2014;2014;MOTOCICLETA;Valle del Cauca;1
15/01/2022;2022;BUS;Bogota D.C.;1
19/02/2020;2020;CAMIONETA;Antioquia;1
30/12/2021;2021;CAMIONETA;Bogota D.C.;1
25/03/2022;2022;CUADRICICLO;Antioquia;1
28/11/2012;2012;MOTOCICLETA;Antioquia;1
5/11/2020;2020;BUS;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
28/11/2019;2019;BUS;Antioquia;1
28/11/2012;2012;MOTOCICLETA;Antioquia;1
19/11/2021;2021;CAMIONETA;Cundinamarca;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
15/07/2016;2016;CAMIONETA;Bogota D.C.;1
30/07/2021;2021;AUTOMOVIL;Antioquia;1
30/08/2010;2010;AUTOMOVIL;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
22/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
30/03/2019;2019;CUADRICICLO;Antioquia;1
23/09/2016;2016;MOTOCICLETA;Valle del Cauca;1
27/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
27/02/2020;2020;AUTOMOVIL;Bogota D.C.;1
22/09/2021;2021;MOTOCARRO;Cundinamarca;1
2/12/2021;2021;CAMIONETA;Bogota D.C.;1
26/01/2022;2022;BUS;Bogota D.C.;1
22/05/2019;2019;AUTOMOVIL;Bogota D.C.;1
13/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
10/02/2021;2021;CUADRICICLO;Bogota D.C.;1
24/02/2015;2015;MOTOCICLETA;Antioquia;1
7/04/2017;2017;MOTOCICLETA;Antioquia;1
5/12/2018;2018;MOTOCARRO;Antioquia;1
29/12/2021;2021;AUTOMOVIL;Cundinamarca;1
18/02/2019;2019;CUADRICICLO;Bogota D.C.;1
16/03/2017;2017;CAMIONETA;Antioquia;1
16/03/2017;2017;CAMIONETA;Antioquia;1
14/02/2022;2022;CAMIONETA;Antioquia;1
8/09/2015;2015;MOTOCICLETA;Antioquia;1
6/08/2021;2021;CAMIONETA;San Andres;1
5/04/2021;2021;CAMIONETA;Bogota D.C.;1
15/05/2020;2020;AUTOMOVIL;Bogota D.C.;1
10/04/2019;2019;AUTOMOVIL;Antioquia;1
26/02/2021;2021;AUTOMOVIL;Antioquia;1
18/09/2020;2020;AUTOMOVIL;Antioquia;1
19/01/2022;2022;BUS;Bogota D.C.;1
23/07/2020;2020;CAMIONETA;Bogota D.C.;1
12/02/2014;2014;MOTOCICLETA;Antioquia;1
24/04/2015;2015;MOTOCICLETA;Cundinamarca;1
28/06/2014;2014;MOTOCICLETA;Antioquia;1
9/11/2021;2021;MOTOCARRO;Valle del Cauca;1
18/11/2011;2011;MOTOCICLETA;Antioquia;1
15/03/2017;2017;AUTOMOVIL;Bogota D.C.;1
27/12/2018;2018;AUTOMOVIL;Cundinamarca;1
13/01/2021;2021;MOTOCICLETA;Antioquia;1
5/08/2015;2015;MOTOCICLETA;Santander;1
27/01/2021;2021;TRICIMOTO;Valle del Cauca;1
27/04/2016;2016;AUTOMOVIL;Caldas;1
25/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
23/05/2018;2018;AUTOMOVIL;Antioquia;1
18/02/2022;2022;BUS;Bogota D.C.;1
10/10/2019;2019;AUTOMOVIL;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
30/06/2016;2016;MOTOCICLETA;Antioquia;1
28/06/2012;2012;MOTOCICLETA;Bogota D.C.;1
17/04/2018;2018;CUADRICICLO;Bogota D.C.;1
6/12/2012;2012;AUTOMOVIL;Bogota D.C.;1
19/10/2017;2017;CUADRICICLO;Bogota D.C.;1
10/03/2021;2021;AUTOMOVIL;Bogota D.C.;1
23/10/2015;2015;AUTOMOVIL;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
26/03/2022;2022;CAMIONETA;Antioquia;1
18/06/2015;2015;AUTOMOVIL;Bogota D.C.;1
13/11/2020;2020;BUS;Bogota D.C.;1
30/08/2019;2019;AUTOMOVIL;Cundinamarca;1
6/08/2014;2014;MOTOCICLETA;Bogota D.C.;1
30/03/2011;2011;MOTOCICLETA;Antioquia;1
26/12/2019;2019;AUTOMOVIL;Bogota D.C.;1
31/01/2022;2022;CAMION;Antioquia;1
29/12/2020;2020;CAMIONETA;Cundinamarca;1
9/11/2017;2017;AUTOMOVIL;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
23/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
13/02/2015;2015;MOTOCICLETA;Antioquia;1
22/10/2021;2021;CAMIONETA;Antioquia;1
14/01/2021;2021;MICROBUS;Valle del Cauca;1
31/08/2021;2021;CUADRICICLO;Cundinamarca;1
27/09/2021;2021;CUADRICICLO;Antioquia;1
24/06/2021;2021;AUTOMOVIL;Bogota D.C.;1
11/11/2020;2020;BUS;Bogota D.C.;1
9/12/2021;2021;CAMIONETA;Antioquia;1
28/10/2020;2020;AUTOMOVIL;Meta;1
17/12/2019;2019;CAMION;Cundinamarca;1
17/03/2022;2022;CAMIONETA;Bogota D.C.;1
1/02/2021;2021;BUS;Bogota D.C.;1
2/10/2020;2020;AUTOMOVIL;Bogota D.C.;1
27/10/2021;2021;CAMIONETA;Antioquia;1
14/12/2021;2021;CAMIONETA;Valle del Cauca;1
28/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
22/09/2021;2021;CAMIONETA;Bogota D.C.;1
11/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
22/07/2021;2021;CAMIONETA;Cundinamarca;1
16/02/2021;2021;AUTOMOVIL;Bogota D.C.;1
18/10/2011;2011;CAMIONETA;Cundinamarca;1
26/02/2019;2019;MOTOCICLETA;Valle del Cauca;1
14/12/2020;2020;AUTOMOVIL;Bogota D.C.;1
28/06/2018;2018;CUADRICICLO;Bogota D.C.;1
22/01/2022;2022;CAMIONETA;Antioquia;1
15/10/2020;2020;BUS;Bogota D.C.;1
26/06/2020;2020;MOTOCICLETA;Antioquia;1
15/11/2018;2018;MOTOCICLETA;Antioquia;1
7/07/2021;2021;AUTOMOVIL;Bogota D.C.;1
28/05/2018;2018;AUTOMOVIL;Antioquia;1
10/03/2016;2016;MOTOCICLETA;Norte de Santander;1
23/08/2019;2019;AUTOMOVIL;Bogota D.C.;1
11/03/2022;2022;MOTOCICLETA;Bogota D.C.;1
3/08/2017;2017;MOTOCICLETA;Valle del Cauca;1
23/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
30/07/2019;2019;CAMIONETA;Antioquia;1
30/09/2021;2021;CAMIONETA;Bogota D.C.;1
30/03/2017;2017;MOTOCICLETA;Antioquia;1
13/01/2021;2021;AUTOMOVIL;Cundinamarca;1
11/05/2021;2021;CUADRICICLO;Antioquia;1
22/06/2021;2021;CUADRICICLO;Bogota D.C.;1
28/11/2018;2018;AUTOMOVIL;Antioquia;1
4/08/2020;2020;AUTOMOVIL;Bogota D.C.;1
15/02/2020;2020;AUTOMOVIL;Antioquia;1
26/01/2022;2022;BUS;Bogota D.C.;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
11/11/2020;2020;BUS;Bogota D.C.;1
12/03/2022;2022;BUS;Bogota D.C.;1
15/12/2018;2018;AUTOMOVIL;Bogota D.C.;1
30/03/2022;2022;CUADRICICLO;Antioquia;1
21/12/2015;2015;MOTOCICLETA;Valle del Cauca;1
7/03/2013;2013;MOTOCICLETA;Antioquia;1
9/11/2020;2020;BUS;Bogota D.C.;1
31/01/2022;2022;BUS;Bogota D.C.;1
22/12/2021;2021;CUADRICICLO;Bogota D.C.;1
31/07/2020;2020;CUADRICICLO;Antioquia;1
14/04/2021;2021;CAMIONETA;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
16/03/2022;2022;BUS;Bogota D.C.;1
21/01/2022;2022;BUS;Bogota D.C.;1
11/06/2019;2019;AUTOMOVIL;Bogota D.C.;1
13/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
24/04/2017;2017;AUTOMOVIL;Bogota D.C.;1
30/10/2018;2018;AUTOMOVIL;Bogota D.C.;1
26/10/2021;2021;MOTOCARRO;Huila;1
30/10/2020;2020;AUTOMOVIL;Bogota D.C.;1
19/11/2014;2014;MOTOCICLETA;Antioquia;1
28/10/2015;2015;AUTOMOVIL;Antioquia;1
20/06/2015;2015;AUTOMOVIL;Bogota D.C.;1
19/09/2019;2019;AUTOMOVIL;Cundinamarca;1
22/01/2022;2022;BUS;Bogota D.C.;1
15/06/2013;2013;MOTOCICLETA;Bogota D.C.;1
7/02/2022;2022;CAMIONETA;Cauca;1
19/02/2022;2022;BUS;Bogota D.C.;1
26/09/2011;2011;MOTOCICLETA;Antioquia;1
13/09/2019;2019;CAMION;Cundinamarca;1
11/11/2020;2020;BUS;Bogota D.C.;1
19/02/2015;2015;MOTOCICLETA;Antioquia;1
22/02/2019;2019;CAMIONETA;Cundinamarca;1
2/02/2021;2021;BUS;Bogota D.C.;1
13/02/2015;2015;MOTOCICLETA;Cordoba;1
8/10/2020;2020;MOTOCARRO;Valle del Cauca;1
25/02/2022;2022;BUS;Bogota D.C.;1
13/08/2015;2015;AUTOMOVIL;Bogota D.C.;1
23/12/2021;2021;CAMIONETA;Antioquia;1
29/12/2021;2021;CAMION;Antioquia;1
25/10/2014;2014;MOTOCICLETA;Antioquia;1
17/12/2021;2021;CAMIONETA;Bogota D.C.;1
29/05/2021;2021;CUADRICICLO;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
9/12/2019;2019;CAMION;Cundinamarca;1
10/11/2021;2021;MOTOCARRO;Cundinamarca;1
27/10/2021;2021;CAMIONETA;Antioquia;1
9/04/2014;2014;MOTOCICLETA;Bogota D.C.;1
9/11/2020;2020;BUS;Bogota D.C.;1
12/02/2014;2014;MOTOCICLETA;Bogota D.C.;1
9/12/2020;2020;MOTOCICLETA;Antioquia;1
14/05/2021;2021;MOTOCARRO;Cundinamarca;1
2/02/2021;2021;BUS;Bogota D.C.;1
24/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
8/08/2019;2019;AUTOMOVIL;Antioquia;1
25/11/2021;2021;CAMION;Antioquia;1
28/01/2022;2022;BUS;Bogota D.C.;1
28/07/2021;2021;CAMIONETA;Bogota D.C.;1
29/12/2018;2018;AUTOMOVIL;Bogota D.C.;1
29/10/2019;2019;TRICIMOTO;Atlantico;1
10/06/2019;2019;AUTOMOVIL;Bogota D.C.;1
1/11/2018;2018;CAMION;Antioquia;1
27/06/2016;2016;MOTOCICLETA;Risaralda;1
23/11/2018;2018;AUTOMOVIL;Antioquia;1
7/03/2022;2022;CAMIONETA;Bogota D.C.;1
29/12/2021;2021;AUTOMOVIL;Bogota D.C.;1
10/11/2020;2020;BUS;Bogota D.C.;1
11/02/2021;2021;AUTOMOVIL;Antioquia;1
1/02/2022;2022;BUS;Bogota D.C.;1
1/04/2015;2015;MOTOCICLETA;Meta;1
24/04/2017;2017;MOTOCICLETA;Antioquia;1
30/11/2020;2020;CUADRICICLO;Antioquia;1
16/06/2021;2021;MOTOCARRO;Valle del Cauca;1
16/03/2022;2022;BUS;Bogota D.C.;1
17/04/2013;2013;MOTOCICLETA;Bogota D.C.;1
12/03/2022;2022;BUS;Bogota D.C.;1
6/01/2022;2022;CAMIONETA;Antioquia;1
27/10/2021;2021;CAMIONETA;Antioquia;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
10/11/2016;2016;MOTOCARRO;Cundinamarca;1
27/01/2022;2022;BUS;Bogota D.C.;1
5/05/2020;2020;CUADRICICLO;Bogota D.C.;1
30/03/2022;2022;CUADRICICLO;Antioquia;1
20/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
11/01/2022;2022;AUTOMOVIL;Bogota D.C.;1
19/11/2021;2021;CAMIONETA;Cundinamarca;1
10/12/2020;2020;CAMIONETA;Bogota D.C.;1
10/06/2011;2011;MOTOCICLETA;Antioquia;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
2/10/2020;2020;CUADRICICLO;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
24/04/2015;2015;MOTOCICLETA;Cundinamarca;1
10/03/2016;2016;AUTOMOVIL;Bogota D.C.;1
27/06/2020;2020;CAMIONETA;Bogota D.C.;1
3/11/2021;2021;CAMION;Antioquia;1
28/08/2013;2013;MOTOCICLETA;Bogota D.C.;1
30/07/2014;2014;MOTOCICLETA;Antioquia;1
10/03/2022;2022;AUTOMOVIL;Bogota D.C.;1
17/03/2022;2022;BUS;Bogota D.C.;1
22/11/2021;2021;CAMIONETA;Bogota D.C.;1
26/10/2021;2021;AUTOMOVIL;Cundinamarca;1
30/03/2021;2021;TRICIMOTO;Valle del Cauca;1
31/01/2022;2022;BUS;Bogota D.C.;1
15/10/2021;2021;CUADRICICLO;Antioquia;1
15/01/2022;2022;BUS;Bogota D.C.;1
23/08/2016;2016;MOTOCICLETA;Santander;1
26/03/2021;2021;CAMION;Antioquia;1
29/12/2021;2021;CAMION;Antioquia;1
22/11/2019;2019;AUTOMOVIL;Bogota D.C.;1
25/10/2019;2019;TRICIMOTO;Valle del Cauca;1
4/11/2021;2021;CUADRICICLO;Valle del Cauca;1
28/11/2019;2019;BUS;Antioquia;1
2/06/2012;2012;MOTOCICLETA;Antioquia;1
10/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
9/03/2021;2021;CAMION;Antioquia;1
28/12/2020;2020;CUADRICICLO;Antioquia;1
15/09/2020;2020;CAMION;Antioquia;1
12/10/2021;2021;CUADRICICLO;Antioquia;1
14/08/2021;2021;CAMION;Antioquia;1
1/02/2021;2021;BUS;Bogota D.C.;1
14/09/2018;2018;CUADRICICLO;Antioquia;1
24/11/2021;2021;CAMION;Antioquia;1
25/10/2019;2019;AUTOMOVIL;Bogota D.C.;1
19/11/2020;2020;BUS;Bogota D.C.;1
27/03/2012;2012;MOTOCICLETA;Antioquia;1
25/02/2021;2021;AUTOMOVIL;Santander;1
25/09/2019;2019;AUTOMOVIL;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
30/12/2021;2021;BUS;Bogota D.C.;1
30/11/2019;2019;AUTOMOVIL;Bogota D.C.;1
10/04/2015;2015;MOTOCICLETA;Cauca;1
23/07/2020;2020;AUTOMOVIL;Antioquia;1
18/05/2012;2012;MOTOCICLETA;Bogota D.C.;1
14/03/2022;2022;BUS;Bogota D.C.;1
12/09/2012;2012;MOTOCICLETA;Bogota D.C.;1
20/02/2019;2019;AUTOMOVIL;Bogota D.C.;1
18/01/2022;2022;CAMIONETA;Bogota D.C.;1
2/12/2016;2016;AUTOMOVIL;Valle del Cauca;1
9/03/2019;2019;MOTOCICLETA;Antioquia;1
8/02/2022;2022;CAMIONETA;Cauca;1
19/02/2022;2022;AUTOMOVIL;Antioquia;1
27/07/2018;2018;CUADRICICLO;Bogota D.C.;1
30/07/2020;2020;CUADRICICLO;Antioquia;1
5/10/2020;2020;MOTOCICLETA;Cordoba;1
26/10/2013;2013;MOTOCICLETA;Bogota D.C.;1
15/08/2013;2013;AUTOMOVIL;Bogota D.C.;1
31/01/2022;2022;CAMION;Antioquia;1
1/03/2021;2021;AUTOMOVIL;Cundinamarca;1
11/12/2020;2020;CAMIONETA;Cundinamarca;1
26/01/2022;2022;BUS;Bogota D.C.;1
24/05/2013;2013;MOTOCICLETA;Bogota D.C.;1
10/11/2021;2021;MOTOCARRO;Cundinamarca;1
13/08/2019;2019;CUADRICICLO;Caldas;1
21/01/2022;2022;CUADRICICLO;Bogota D.C.;1
25/11/2021;2021;CAMION;Antioquia;1
25/11/2020;2020;CAMION;Valle del Cauca;1
8/11/2012;2012;MOTOCICLETA;Antioquia;1
25/06/2020;2020;AUTOMOVIL;Bogota D.C.;1
2/09/2016;2016;MOTOCICLETA;Bogota D.C.;1
5/02/2022;2022;AUTOMOVIL;Antioquia;1
17/06/2011;2011;MOTOCICLETA;Bogota D.C.;1
21/10/2015;2015;AUTOMOVIL;Bogota D.C.;1
25/03/2022;2022;CUADRICICLO;Antioquia;1
22/01/2022;2022;BUS;Bogota D.C.;1
5/02/2022;2022;BUS;Bogota D.C.;1
14/11/2020;2020;BUS;Bogota D.C.;1
8/04/2019;2019;AUTOMOVIL;Bogota D.C.;1
30/07/2019;2019;CAMIONETA;Antioquia;1
30/01/2018;2018;CUADRICICLO;Bogota D.C.;1
26/04/2012;2012;MOTOCICLETA;Antioquia;1
15/03/2013;2013;MOTOCICLETA;Antioquia;1
6/07/2016;2016;AUTOMOVIL;Bogota D.C.;1
28/11/2019;2019;BUS;Antioquia;1
5/12/2018;2018;MOTOCARRO;Antioquia;1
10/03/2022;2022;CAMIONETA;Bogota D.C.;1
17/03/2021;2021;MOTOCARRO;Cundinamarca;1
19/02/2021;2021;CAMIONETA;Bogota D.C.;1
22/05/2020;2020;CUADRICICLO;Antioquia;1
30/09/2020;2020;AUTOMOVIL;Bogota D.C.;1
26/09/2019;2019;CAMION;Cundinamarca;1
28/05/2021;2021;CAMIONETA;Bogota D.C.;1
3/12/2020;2020;BUS;Bogota D.C.;1
30/09/2021;2021;AUTOMOVIL;Antioquia;1
25/09/2020;2020;BUS;Cordoba;1
23/08/2021;2021;AUTOMOVIL;Bogota D.C.;1
17/10/2020;2020;CAMIONETA;Antioquia;1
1/06/2017;2017;MOTOCICLETA;Valle del Cauca;1
7/09/2015;2015;MOTOCICLETA;Antioquia;1
26/11/2021;2021;CAMION;Antioquia;1
29/02/2020;2020;AUTOMOVIL;Bogota D.C.;1
10/12/2020;2020;MOTOCICLETA;Antioquia;1
22/10/2021;2021;CAMIONETA;Antioquia;1
31/03/2022;2022;CAMION;Antioquia;1
5/11/2015;2015;AUTOMOVIL;Bogota D.C.;1
28/12/2018;2018;AUTOMOVIL;Bogota D.C.;1
19/02/2022;2022;BUS;Bogota D.C.;1
24/01/2022;2022;BUS;Bogota D.C.;1
14/11/2017;2017;AUTOMOVIL;Bogota D.C.;1
22/11/2021;2021;TRICIMOTO;Norte de Santander;1
25/05/2015;2015;MOTOCICLETA;Antioquia;1
18/03/2022;2022;BUS;Bogota D.C.;1
29/06/2018;2018;CUADRICICLO;Antioquia;1
